player,mu,sigma,wins,losses,sets
loki,35.7322879009,3.54261840113,4,3,7
dr. z,35.7279785432,1.80077525476,19,12,31
warwick foe,35.7206312124,2.46349856238,10,5,15
dr. greenthumb,35.7177124782,2.55298429005,11,5,16
ellis,35.7010531241,2.55532329524,10,5,15
ridz,35.683816073,2.48305497631,11,6,17
skeith,35.6800622174,2.27342957083,12,6,18
musgraves,35.6767764762,2.2229762988,12,7,19
working class hero,35.662299153,3.99485441877,3,2,5
pgh carroll,35.6330203776,2.93011314286,7,4,11
sung475,35.6226355239,4.28500444302,2,2,4
j00t,35.6131176898,3.79765076292,4,2,6
le fou,35.6128302891,3.98449729239,3,2,5
fendricklamar,35.594559412,1.36963121048,35,21,56
harriet,35.5299700604,3.80084960331,3,2,5
greenmario,35.517095724,3.61857805933,4,2,6
yeyo,35.5161713416,3.3273745933,5,2,7
dan salvato,35.5101626085,3.39374415903,7,2,9
doodler,35.5068908267,2.44450375333,11,5,16
khale,35.5051510649,2.30617969008,11,6,17
starlord,35.4975053285,2.35666883494,11,6,17
off3nse,35.4926989493,3.26633578619,5,3,8
reesch,35.4708949929,1.91546055983,18,10,28
austintacious,35.4694442223,3.89503105993,4,2,6
zilo,35.4549159126,2.90636481592,6,3,9
ozai,35.4433899679,2.09918482414,14,8,22
p-chips,35.4374662723,3.15965464906,8,3,11
skilljkfalco,35.4238753176,4.03850084617,4,2,6
a link named slykbacc,35.4227693586,3.51637073182,4,2,6
dozy,35.4174051976,4.23909275288,3,1,4
askeflink,35.4132071089,2.05731883826,23,8,31
samurai ike,35.4130053739,3.48055708244,4,2,6
fireflyhi,35.4129011646,2.90249701921,7,4,11
nils,35.4056242543,1.96448415822,20,9,29
drug money,35.3885738281,3.70037377055,5,2,7
gso,35.3869422183,2.39545817457,10,6,16
the brig,35.3869078663,3.06795758181,6,4,10
drgn,35.370005765,4.52829331704,3,1,4
jozi,35.3668884955,3.1679207787,5,3,8
electric flux,35.3564203171,3.4949657078,5,2,7
mingee,35.3447287723,3.48028126828,3,3,6
wooptywop,35.3421087407,3.69713932501,5,2,7
luigo,35.3347314132,3.46088204941,7,2,9
peligro,35.331222336,3.82205375662,4,2,6
rocky,35.3253974462,2.17645498283,14,6,20
bonkcushy,35.3141350477,2.30684373706,12,6,18
theprime,35.3103049575,2.7884629348,7,4,11
nikabod,35.3053468315,2.89603725154,7,4,11
summonedfist,35.3041505544,3.29933840666,5,3,8
bimbo mexico,35.2920620484,3.92386110706,4,2,6
derfmidwest,35.2895669657,3.04881315012,5,3,8
kim yung un,35.2661092007,2.10377332232,14,7,21
mijo!,35.2427969755,3.71503507308,4,2,6
twistytreats,35.2419465414,3.23317455461,5,3,8
mahone,35.2413063035,3.24868994935,4,3,7
cheezpuff,35.2384227156,3.91414823132,4,2,6
fueg0,35.2364761042,3.17954627201,6,4,10
boss,35.2330906269,2.55991472888,11,5,16
drewgong,35.2212306686,2.17919754713,14,7,21
specialk,35.2132192738,3.90068547643,4,2,6
natendo,35.2123681886,3.6561241846,5,2,7
torsional strain,35.2107499533,3.20768469879,5,3,8
testament,35.2053267122,3.53359751624,5,2,7
l,35.2025233244,2.35398598634,10,6,16
chipgroove,35.1900233284,3.78768695635,5,2,7
boyd,35.1896687465,2.59002873352,8,6,14
bacon,35.1837914453,1.86342645521,17,10,27
rax,35.1791472978,2.55190517551,14,4,18
een!,35.1758663186,3.7475021223,5,2,7
frenzy,35.1728898731,1.94900576284,23,11,34
fearless,35.1680579993,3.65649320109,4,2,6
maxy,35.1675349561,2.68326400293,10,6,16
phish-it,35.1591808011,1.83828120968,19,11,30
poobanans,35.1574158393,3.80031897406,4,2,6
goomy,35.1533258623,2.63519819243,8,4,12
allen,35.1514356965,2.54166539388,9,5,14
nox,35.1465310139,1.51621248898,28,16,44
velocity,35.1448505068,2.42437844072,11,6,17
fridgebits,35.1409770143,3.78584169735,4,2,6
noah,35.1322820401,3.09683955811,8,4,12
paz,35.1269905507,2.16913151319,11,7,18
massheist,35.1248186169,2.48888727633,9,5,14
denec,35.0959903225,2.61840206319,11,5,16
replicate,35.0931029566,4.54868192823,3,1,4
biggpappa,35.0929712547,2.41900853307,10,6,16
stricnyn3.,35.0833884555,4.14591492465,3,2,5
joeycrzl,35.0688092461,2.34159775116,10,7,17
mb-smash,35.0639429082,2.63729038644,8,4,12
manio,35.0628919878,3.48300903742,7,2,9
tinojoe,35.0548170523,3.78498482445,4,2,6
galen the wise,35.0537289072,2.55727262942,9,5,14
benteezy,35.0534091973,2.61942515294,9,5,14
oc mike the franchise,35.0521829103,2.43033994481,11,6,17
cantus,35.0429460892,2.16336248686,12,8,20
manatee,35.0310883208,2.66277239439,7,4,11
dazwa,35.0308531043,2.93831022759,6,3,9
jam,35.0274184126,2.22320074133,16,8,24
thevelvetmarmot,35.0139329269,3.63996986534,5,2,7
taka,35.0052733862,2.27393518576,15,6,21
king momo,35.0052106568,3.63405579823,4,2,6
choknater,35.0024315379,2.86402539035,6,4,10
ap renekton,34.9898349264,5.03966310239,3,1,4
doubleshine,34.9807796269,3.40232019797,7,3,10
andymosity,34.9699902711,2.80727897015,7,4,11
kami,34.9587190769,3.08032606117,6,3,9
godiegogo,34.9586199454,3.3455949437,5,2,7
aozorax,34.9524646309,3.82125913457,4,2,6
sherigami,34.9393306078,3.13474583158,6,3,9
thissidedown,34.9368301277,1.84602282923,24,11,35
douchebag dylan,34.9347185704,2.64763161979,8,4,12
vudujin,34.9338359596,3.97564835416,4,2,6
myztek,34.9215228879,2.32779030416,11,7,18
eastcoastjeff,34.9186654563,3.95773614543,4,2,6
twisty,34.9161805709,2.99043027386,6,3,9
c#,34.9156051183,2.83918483468,9,4,13
jank,34.9146594889,1.77390812875,21,12,33
shaqfu,34.9077659243,3.3894009093,5,2,7
$tijn,34.9044133297,3.49440525504,5,3,8
rockcrock,34.901106489,2.31988692615,10,6,16
vista,34.8998664113,3.58314087604,4,3,7
lunchables,34.8991482998,3.27909654818,6,3,9
joejoe,34.8944968233,3.47311783705,4,2,6
spiff,34.8893879383,3.4913806354,4,2,6
zasa,34.886839857,2.17932843393,12,7,19
coolkid,34.8845283211,2.91123503703,7,4,11
guluheend,34.8690690768,2.70230205194,8,4,12
sjkf,34.8326155994,3.12627902344,6,4,10
modem,34.8217424818,2.59962070115,10,5,15
rog,34.8101976916,2.56943114227,9,4,13
alain,34.8071101955,3.25423132783,7,3,10
odds,34.8063478744,2.96605562219,7,4,11
kaike,34.8024964552,3.75923302984,4,2,6
admiral,34.7996702622,2.11724496307,12,9,21
grab2win,34.791748881,3.32578787043,7,3,10
tiramisu,34.778568511,3.63791595125,4,2,6
the prince,34.77785304,2.51464029399,10,5,15
vavv,34.77768512,2.52287923964,10,5,15
infernojesus,34.7763810779,1.85238326695,19,10,29
davrob01,34.7757366687,2.36678568145,15,7,22
romeo,34.7649854581,3.18474604213,6,3,9
jdv,34.7633677818,3.15468270905,6,3,9
shanks,34.762639184,3.15102492486,6,3,9
volvo,34.7460561297,3.96475596402,5,2,7
clue,34.7424150692,3.4249063033,5,2,7
mom!,34.7341561394,2.54564861473,10,5,15
messenger,34.7328053685,1.91428157563,15,10,25
@tryceblazer,34.7280998121,3.22349029585,5,3,8
mr. muscles,34.7166083427,2.49358647263,10,6,16
friendly neighborgood puff,34.7049495397,2.89475619495,6,4,10
mask,34.7022776581,2.71492065491,9,5,14
irregularjinny,34.7019685384,2.81864408376,11,4,15
ses,34.7000132039,2.6945420563,9,5,14
jim jam flim flam,34.6972760291,2.95268443552,7,4,11
ko$a!,34.6949282731,3.36927206642,4,2,6
space ghost,34.6743591426,2.58106808861,11,4,15
jf,34.6634322772,1.93290300788,17,11,28
lain,34.6587201429,2.11240101291,14,7,21
zilyn,34.6571720056,3.29349686503,6,3,9
kitsune91,34.655688946,3.01991452568,5,3,8
martin,34.6537696776,3.93500624984,6,1,7
fluid,34.6471588645,2.07824086722,15,8,23
nurok,34.6445707129,1.82259247649,19,11,30
thx,34.634886068,2.53286121554,10,5,15
zamu,34.6338373593,2.41655323199,12,7,19
weeaboo,34.6195527918,2.17018817167,14,8,22
kanti,34.6173158401,3.19057494363,6,3,9
bluefalcon7,34.6141089299,3.73966807364,4,2,6
mwl,34.6135960189,3.16289643052,6,3,9
mr. brandandorf,34.6066446937,2.26133368969,11,8,19
vts,34.6062385635,2.93909896991,6,4,10
spor,34.6045666671,1.8250947077,24,11,35
roid,34.6039135371,3.88137932456,4,2,6
snowy,34.5926801688,1.99646141384,14,8,22
kuyashi,34.5777698944,3.5637986128,4,2,6
inspector gadget,34.5629749499,3.24011995297,4,3,7
conn man,34.5597666841,3.6394342289,4,2,6
mr. f,34.5593366345,2.37758712533,12,7,19
rogee,34.5497092874,3.52267868533,5,2,7
matchu,34.5478957279,3.97217131642,4,2,6
eekim,34.5434866001,2.45872993757,12,6,18
spaceanimalz.com,34.5281237421,3.69880888689,4,2,6
patcombo,34.5058925301,2.47605458677,9,6,15
true dong,34.5037468174,2.92514255743,6,4,10
aether,34.4977577979,2.9098239619,8,4,12
seeray,34.4951052371,3.40993110239,5,3,8
simple,34.4914223432,2.5443021368,11,6,17
quindelin,34.4884855713,3.08243447015,5,3,8
azel,34.4798576609,3.84734802733,3,2,5
der_hund,34.4775501542,4.02425415222,5,2,7
hella,34.476395016,3.8214344131,4,2,6
barraca,34.4607362966,2.59370216135,9,7,16
trilok,34.4499694549,2.40982920688,10,6,16
jim morrison,34.449007454,3.86052236212,4,3,7
scape,34.4421644986,2.6952293308,8,5,13
thunderpaste,34.4369658871,3.49758725484,4,2,6
bor,34.4272239414,3.2288729609,6,3,9
arcadia,34.418625391,2.11576802882,13,9,22
speez,34.3975557529,3.78280063342,4,2,6
kenji,34.396173177,2.25187338608,10,7,17
iamthemicrowave,34.3760016008,2.8847183241,7,5,12
plat,34.363748136,2.90752887549,7,5,12
white guilt,34.3551881383,4.79879383976,4,1,5
darkneo754,34.3485751442,2.7932464996,8,4,12
deepz,34.3405220436,2.90104310071,6,4,10
pasi,34.340445249,5.1340927538,1,1,2
snacks!,34.3397077125,2.71641188378,9,5,14
ricky,34.3331535321,2.32241463713,13,7,20
cascade,34.3238056785,4.34713248943,4,2,6
the leaf,34.3226576244,2.55726160332,8,5,13
akke,34.320013302,3.91118271282,4,3,7
overflow,34.3188472735,2.41035095449,9,5,14
magi,34.3180312715,3.56357993666,4,3,7
legend,34.3129798121,2.15395988935,13,8,21
ratking,34.3056519264,3.75845579678,5,2,7
kraines,34.3054214597,2.77753461043,9,5,14
timemuffinphd,34.3009736051,2.68788756496,9,5,14
puff,34.3005553036,1.70587102338,21,12,33
switch,34.2959282414,2.03419019508,14,10,24
rick,34.2861138762,3.3519134499,5,2,7
derdian,34.2749242872,3.13642173151,6,5,11
dublat,34.2581342401,2.68509290972,9,5,14
eric,34.2534853042,3.03592446908,7,4,11
animal,34.2523098349,4.16689476577,3,2,5
v01d,34.2500929496,3.95832368004,5,2,7
videowaffles,34.2491000709,2.63157966748,8,5,13
parzival,34.2374518256,2.04107208686,16,9,25
signd0g,34.2310592786,2.57375524498,9,5,14
tian,34.2300791128,2.4987331069,8,6,14
ohmyjosh,34.2080732896,3.70486881426,3,2,5
baby bird,34.1870493201,2.92790059776,8,4,12
zook,34.1697188204,2.14232237543,16,9,25
zeldafreak,34.1693026644,2.92922443146,6,4,10
hyunnies,34.156465197,2.41648329326,11,7,18
kei$,34.1498365955,4.49843297946,3,2,5
willz,34.1466682149,2.48094173423,13,6,19
kimmy,34.119994143,3.65321879945,5,2,7
kanye rest,34.1171278002,2.24011378821,14,7,21
47,34.100265697,2.51444474704,11,5,16
omer,34.0816024886,3.73144370783,4,2,6
eclipsing binary,34.0705552268,3.91740274912,4,2,6
kmac,34.0677990445,3.82713839398,4,2,6
slypig,34.0466082347,2.82836994081,7,4,11
sastopher,34.0333611111,3.74605491797,4,2,6
cohenski,34.0311280216,4.17266758793,4,2,6
focus,34.0305245468,1.75507409289,18,10,28
idcrisis,34.0227636994,2.83334534692,6,4,10
twin,34.0134790495,3.00945946142,8,4,12
christian,34.0076643932,3.617933707,4,2,6
decoste in the shell,33.995114167,4.10653074828,4,2,6
manyula,33.9909531008,3.6651454027,6,3,9
mr. nima,33.9903609427,4.22817247971,3,2,5
armand,33.9895208972,3.64179146384,4,2,6
haotwo,33.9823534676,2.58772546556,10,6,16
otg,33.9799580678,4.08696905433,3,2,5
trix,33.9795030434,1.72338148336,20,15,35
zylo,33.9748670416,3.3413506574,5,3,8
akio,33.9731695422,3.89306430982,4,2,6
coin chaser,33.9727063631,3.47022370678,5,3,8
spyderj,33.9648381219,2.75386598418,8,4,12
eet,33.9494395481,2.56487205138,11,5,16
sora,33.9486358427,2.5271305202,8,7,15
kwyet,33.9455147038,3.43654770482,6,2,8
delphiki,33.9449931664,4.22952856495,3,2,5
bluebuster,33.9421210849,2.78823299537,7,4,11
king funk,33.9364768551,2.47210002043,13,5,18
primer,33.9306961009,3.55708844834,5,2,7
dshi,33.9305264517,3.86382195811,3,2,5
cookiemonsta,33.9276428988,2.3018140744,11,8,19
eval,33.9267247179,4.22229684273,3,2,5
ctrlaltdefeat,33.9250803643,3.45388802365,5,3,8
roytheboi,33.9191942829,2.8502433434,7,4,11
anaveragekid,33.9100480751,3.00963053972,8,4,12
dope,33.9069805635,2.01018940174,13,11,24
yasu,33.9065297441,2.70220066219,7,5,12
fannypack,33.9053033382,1.83559074311,22,13,35
gawes,33.9005969589,3.83346211761,3,2,5
mr_sweet,33.8968117266,2.9024477736,7,4,11
punk,33.8864302107,2.7143926566,9,5,14
azen zagenite,33.8696806834,3.39021001516,5,3,8
bëst,33.8612705729,3.56038854994,7,3,10
strawhat,33.8498777938,2.95281095794,6,4,10
thumbs,33.8439946675,3.40668227723,5,3,8
mrbenready,33.8378595548,2.71511897499,9,6,15
sillie willie,33.8311683316,2.92129939164,8,4,12
dr. grin,33.8306930961,2.52247362562,7,5,12
nekonyancer,33.8265214428,3.35991210649,7,3,10
shu shine,33.8240846015,3.96202989566,4,2,6
bonfire10,33.8172947911,3.95680184315,3,2,5
qz,33.8163536311,2.22925512348,10,7,17
sqiddwr,33.8103003916,3.78313987712,4,3,7
damp,33.8035940674,2.94174181079,6,3,9
the jester,33.7934685509,3.66366851748,5,2,7
nexic,33.7923502105,1.90991653343,19,10,29
pikapastor,33.7845188465,2.128280615,14,7,21
donb,33.7761599781,3.69645612428,3,2,5
ru$$,33.7580787184,4.25525728707,3,2,5
frotaz,33.7543073929,3.11369652467,5,4,9
tags,33.7428547291,2.55874170967,10,5,15
q,33.73603166,1.8592528198,16,11,27
flion,33.7270037983,1.97611348964,16,9,25
trademark,33.7250854481,3.17093449454,6,4,10
docta love,33.7196154553,4.09341945833,4,2,6
mayb,33.7177429866,3.48976376461,4,3,7
pop$,33.7000600502,4.00292955627,4,2,6
flambo,33.6970684218,3.70858624094,4,2,6
flop,33.6814542944,3.50046147381,6,2,8
dab,33.678172889,2.50215364308,10,7,17
riio,33.6687982554,3.08933282622,6,4,10
mchi,33.6682769928,2.50456620948,11,6,17
crimsonkid,33.6680067844,2.93980915807,7,5,12
restez,33.6674704179,2.74525013235,8,5,13
hanyuuki,33.6672150522,3.98309029325,4,2,6
indie,33.6597060947,2.7429186042,8,5,13
slowking,33.6567245807,2.23862867516,10,7,17
sfop,33.655555131,2.64009831114,7,4,11
king quiggles,33.6453863283,3.78226067324,4,2,6
.ðempt,33.6403459404,2.67629002446,7,5,12
rasen,33.6312480845,2.03830201918,14,9,23
bob$,33.6208447145,4.55664476671,3,1,4
pervy,33.6202066126,4.27872411162,3,2,5
kalvar,33.6159340247,2.61048905242,8,6,14
keenan,33.6116591257,3.16753711889,5,5,10
deenuna,33.6096449443,2.70378799449,6,5,11
bdr,33.6096025646,2.56145718529,8,5,13
professor peen,33.6005533535,3.04368891256,6,4,10
claw,33.5983331402,3.69672922666,4,2,6
gimme,33.5959859851,2.50391591256,11,6,17
salty seth,33.5947779532,1.8991133782,17,10,27
ghettowarmachine420,33.5844730721,3.5314714806,5,2,7
tempest,33.5839169148,2.75759508937,7,5,12
gulfcoastbrian,33.5781221783,3.22176942602,4,3,7
silence,33.57415529,2.90236672932,7,4,11
younger,33.5588732731,2.11007820365,13,9,22
pk,33.5489149263,3.3900575462,6,2,8
dsj,33.5487117572,3.63728863924,4,3,7
tato,33.5479440838,3.90886080051,4,2,6
mattyice,33.5397428597,4.00802753411,4,2,6
d3rp,33.5370557602,3.30393362566,6,3,9
cool lime,33.5325089321,2.56381733023,8,5,13
veklor,33.5279003264,2.13227697654,12,8,20
wassabi,33.5259570274,2.03767374543,16,7,23
£30-,33.5177569081,3.60897059229,5,3,8
wic,33.5066276532,4.0582156595,5,1,6
mattmog,33.50320522,2.39001208852,12,7,19
lego,33.4974745267,2.41671916836,11,6,17
goonsquad,33.4847555985,2.98833981873,7,4,11
1der,33.4840536557,4.25527589535,3,2,5
dog wearing sunglasses,33.4794860434,3.40871121207,5,3,8
rad,33.4769884729,2.29512665808,11,6,17
jeff foxworthy,33.4752926236,3.68986836992,4,3,7
swordsaint,33.4750840338,3.60540174859,3,2,5
yeeman,33.4713916703,2.61990558621,8,5,13
kason,33.4706888945,4.14256303356,3,2,5
floorboards,33.4646198001,3.24262080452,5,3,8
bo0gyman,33.4636043003,2.77079131533,8,5,13
sawrik,33.4469289132,3.78508374055,4,3,7
smakis,33.4452479579,2.86912516815,10,6,16
jacky,33.440678602,1.78312358361,20,12,32
woley,33.4340908856,1.92541404269,18,11,29
keto,33.4333287434,3.05831321871,6,4,10
dp's mario,33.4302304145,4.26275102378,4,2,6
vulfaerix,33.4200076097,3.71274127035,4,3,7
gator [slater],33.4179507682,3.38542862998,4,3,7
t3nshi,33.4156552229,3.5104357711,5,2,7
nanacomehome,33.4118420567,3.2815542536,6,3,9
ferriswheel,33.4052271924,1.86528429524,20,11,31
den,33.4045184573,2.27456633373,13,8,21
weissclimbers,33.4012171452,2.65164340811,9,4,13
jcubez,33.3997797888,2.61809152455,8,5,13
dkuo,33.3994120797,2.93459762107,6,4,10
noc,33.3878276258,3.73665059871,5,2,7
breezy,33.3870913279,2.7242798683,8,5,13
fabio,33.3797347091,3.25332081158,5,4,9
s2b,33.3776037874,2.63978756834,7,5,12
keithrep,33.371991941,2.40940462491,10,6,16
| jeezimsobored,33.3678553585,3.43069033049,5,3,8
spoopy williams,33.3654819265,3.26727728501,4,3,7
jwilli,33.3601127545,2.85177127376,7,5,12
fraudy,33.358450564,3.24022752909,8,4,12
gtown_tom,33.3551263682,2.91811342202,8,4,12
gme,33.3544085589,4.0330891967,3,2,5
wild,33.343840965,3.50701917223,5,3,8
sycorax,33.3436236016,2.99026492465,6,3,9
wreck,33.3372311465,3.45122971889,4,4,8
bzrk,33.3303641555,3.64372283532,5,2,7
callmeaustino,33.3284494947,3.05099850188,6,3,9
sneddy,33.3191817952,2.63101838857,7,6,13
tek9,33.3059713466,2.58437441457,9,5,14
juicebox,33.3034142979,3.3790472879,5,3,8
trk,33.2989710718,2.60587176281,8,5,13
low5,33.2980582595,2.71118418097,6,4,10
zoap,33.2976541574,2.7561348044,9,5,14
pure,33.2860549694,2.36091003051,11,7,18
rybanz,33.2805197518,3.04345085616,6,5,11
webwipe,33.2792120219,2.59044545227,8,5,13
neft,33.2756315852,3.88783557586,4,2,6
future,33.2753051984,3.0382496013,6,4,10
copycat,33.2730906718,3.86552144057,4,2,6
hdyambo,33.2721465159,3.43056074774,5,3,8
skillznasty,33.2577762648,2.15520814824,12,8,20
ender,33.2569927089,3.97012008862,4,2,6
caup,33.2473848442,3.51140180741,5,3,8
didact,33.2456454779,3.48601664157,4,3,7
syd,33.2423232794,3.43442372,5,3,8
photonic,33.2407274105,2.14774159322,17,9,26
vdub,33.236972915,2.37262148529,12,7,19
clade,33.2255815813,3.59668071221,6,3,9
kramepie,33.2207841371,2.56683474695,8,5,13
n0z1ck,33.2205073984,2.75528958683,8,5,13
trinity92,33.2139925264,3.89717674091,4,3,7
ninji,33.2115564395,2.73114608825,8,5,13
pas,33.2005609016,2.78033196029,9,5,14
vj,33.1817104439,3.44616521372,6,3,9
prevalence,33.1810980247,3.90960087158,4,2,6
bobi,33.1752113881,3.60334197647,4,3,7
iifter,33.1719457233,2.60966272717,8,5,13
coastward,33.1709643506,3.05641875427,7,4,11
techboy,33.1679561663,2.36937725973,10,8,18
dfu,33.1649699734,3.15956558469,4,3,7
gumble,33.1636760534,2.6919075717,9,5,14
travist,33.1566714022,2.17610113104,15,8,23
hyperflame,33.1549480614,2.49614518865,11,6,17
chompskye,33.1469863639,3.76952498955,4,2,6
metal reaper,33.1414144455,3.70807026106,4,2,6
blendtec,33.140112922,2.19211696677,16,9,25
drolian,33.1387258137,3.61588062551,6,3,9
colonel dog,33.1186727472,4.08733106956,4,2,6
shrug,33.1185552788,2.82464275986,6,4,10
lazarous,33.1162684675,3.64395798797,5,3,8
wolven,33.1037659547,2.36107343967,14,7,21
nja,33.0994168066,3.96916109625,4,2,6
vigilance,33.0952832734,3.90997452361,4,2,6
vestboy myst,33.0911078358,3.12924385383,5,3,8
joshuwasha,33.0831495513,2.70386695164,8,5,13
wasabi,33.081689788,2.61306236379,9,5,14
yordy,33.0752478537,3.3875921331,4,3,7
nino,33.0739502909,2.85270034413,8,4,12
fives,33.0737426197,3.19218170151,6,3,9
bananasack,33.0662862336,3.61777624073,5,3,8
walt,33.0648845313,3.95655829988,4,2,6
ott,33.0581795279,2.99127963096,6,4,10
frogge,33.0560953629,4.82990095826,3,1,4
gardex,33.054765784,2.06014198544,15,10,25
elegy,33.0428606665,3.31171443375,7,3,10
elcancell,33.0412010991,3.93318843342,4,2,6
hippo,33.0367582649,3.55610457838,5,3,8
sodrek,33.0332159041,4.45690035593,5,1,6
bigwenz,33.0315162381,1.81884164694,18,13,31
fiya,33.0314092729,3.81917780983,3,2,5
rebel,33.0270730322,3.9126823669,4,2,6
snoosnoo,33.0199561505,2.39793029009,12,7,19
999,33.0105989491,3.56394239298,4,2,6
kingbbb,33.0021063064,3.79558699533,4,2,6
clouded,32.9988520247,3.44699295076,4,3,7
maybe,32.9981910427,2.35722858841,12,7,19
scar,32.9970004615,2.00194479869,14,9,23
atlus,32.9871511166,4.07770237025,3,2,5
decaf,32.9798954869,3.1468745724,6,3,9
halestorm,32.9730086203,3.87013084459,4,2,6
flashburn 117,32.9677962164,1.51488196066,34,19,53
yandere tet$uo,32.9627317364,4.9748727859,1,2,3
duel,32.9569305671,3.01537191025,5,3,8
emukiller,32.9539393052,4.33814403332,4,2,6
isdsar,32.9534288275,3.46765286257,5,3,8
length plank,32.9497569195,4.35660690129,5,3,8
anti,32.9433949177,3.14941659466,5,4,9
setchi,32.9426999124,3.12248238704,6,4,10
ionthekid,32.9292169992,3.18942349743,7,4,11
peelee,32.9288873843,3.54795009265,5,2,7
hayrow,32.9250758749,2.38121767457,10,6,16
sandy,32.9205113087,4.29303292466,4,2,6
cheato,32.9203453321,2.32186569867,12,8,20
soulpech,32.9084158603,3.54858232217,4,3,7
dash,32.9065321637,2.38602433821,13,7,20
pleeba,32.900283888,1.80067324279,18,11,29
pizzainacup,32.8981837256,3.61217467589,5,2,7
l2p,32.894632435,4.34641941087,4,2,6
