player,rating,rd,sets,wins,losses,num_tourneys
sebo,1252.79674799,253.383265797,2,0,2,1
techknowledgey,1252.79674799,254.094626834,2,0,2,1
qk shkz,1252.79674799,253.945032213,2,0,2,1
winston,1252.79674799,254.28149635,2,0,2,1
silversage64,1252.79674799,253.870201847,2,0,2,1
gooby,1252.79674799,253.683029361,2,0,2,1
island,1252.79674799,253.570659553,2,0,2,1
adraks,1252.79674799,254.094626834,2,0,2,1
hybrid,1252.79674799,253.683029361,2,0,2,1
fancy wolf,1252.79674799,254.28149635,2,0,2,1
krbay,1252.79674799,253.870201847,2,0,2,1
makeamericagreatagain,1252.79674799,253.720474905,2,0,2,1
1nertia,1252.79674799,254.28149635,2,0,2,1
king k rool,1252.79674799,253.720474905,2,0,2,1
vawx,1252.79674799,253.64557829,2,0,2,1
it's_ogre~,1252.79674799,253.832778391,2,0,2,1
twosick,1252.79674799,254.28149635,2,0,2,1
equinox,1252.79674799,254.28149635,2,0,2,1
big daddy josh,1252.79674799,254.28149635,2,0,2,1
eat it,1252.79674799,254.28149635,2,0,2,1
altf4,1252.79674799,254.28149635,2,0,2,1
radical raymondd,1252.79674799,253.945032213,2,0,2,1
aureate,1252.79674799,253.683029361,2,0,2,1
wildflower,1252.79674799,253.383265797,2,0,2,1
wooter,1252.79674799,253.982439129,2,0,2,1
glist,1252.79674799,254.094626834,2,0,2,1
sinist3r,1252.79674799,254.28149635,2,0,2,1
froge,1252.79674799,254.28149635,2,0,2,1
jmac,1252.79674799,253.683029361,2,0,2,1
tristan taylor,1252.79674799,253.945032213,2,0,2,1
moar,1252.79674799,253.64557829,2,0,2,1
kingkiller,1252.79674799,254.094626834,2,0,2,1
marko,1252.79674799,253.945032213,2,0,2,1
spoons,1252.79674799,254.28149635,2,0,2,1
poontycoon,1252.79674799,254.28149635,2,0,2,1
ferrero64,1252.79674799,254.28149635,2,0,2,1
4skn,1252.79674799,254.28149635,2,0,2,1
nell,1252.79674799,254.28149635,2,0,2,1
serbianfilm,1252.79674799,253.683029361,2,0,2,1
flcd,1252.79674799,253.683029361,2,0,2,1
jerooney,1252.79674799,253.64557829,2,0,2,1
gobos,1252.79674799,253.570659553,2,0,2,1
majesticrhino,1252.79674799,254.28149635,2,0,2,1
prismoid,1252.79674799,253.945032213,2,0,2,1
tblades,1252.79674799,254.28149635,2,0,2,1
rags,1252.79674799,253.383265797,2,0,2,1
troll meister,1252.79674799,254.28149635,2,0,2,1
socalgohan,1252.79674799,254.28149635,2,0,2,1
rainpot,1252.79674799,253.832778391,2,0,2,1
thursday boots,1252.79674799,253.945032213,2,0,2,1
elquapod,1252.79674799,253.720474905,2,0,2,1
bozomozo,1252.79674799,253.945032213,2,0,2,1
time and trust,1252.79674799,254.28149635,2,0,2,1
wonder ginger,1252.79674799,254.28149635,2,0,2,1
tundra,1252.79674799,254.28149635,2,0,2,1
pop magoot,1252.79674799,253.870201847,2,0,2,1
dolphintv,1252.79674799,254.28149635,2,0,2,1
mr. meeseeks,1252.79674799,254.28149635,2,0,2,1
slammy,1252.79674799,253.683029361,2,0,2,1
spry,1252.79674799,254.28149635,2,0,2,1
peebah,1252.79674799,254.28149635,2,0,2,1
omigo,1252.79674799,253.383265797,2,0,2,1
kurben,1252.79674799,253.683029361,2,0,2,1
mesh$,1252.79674799,253.64557829,2,0,2,1
grima,1252.79674799,254.094626834,2,0,2,1
astealthykorean,1252.79674799,254.28149635,2,0,2,1
tagless lauren,1252.79674799,253.945032213,2,0,2,1
file,1252.79674799,253.720474905,2,0,2,1
khakiducks,1252.79674799,254.28149635,2,0,2,1
pythagoras,1252.79674799,253.832778391,2,0,2,1
randocalrissian,1252.79674799,254.28149635,2,0,2,1
njwc,1252.79674799,253.945032213,2,0,2,1
mabotofu,1252.79674799,254.28149635,2,0,2,1
theschmuck33,1252.79674799,253.570659553,2,0,2,1
dankmemer420,1252.79674799,254.28149635,2,0,2,1
queue kyoo,1252.79674799,253.683029361,2,0,2,1
parkachu0,1252.79674799,254.28149635,2,0,2,1
wherd,1252.79674799,253.570659553,2,0,2,1
muzdo,1252.79674799,254.094626834,2,0,2,1
gmny,1252.79674799,254.28149635,2,0,2,1
arga,1252.79674799,253.64557829,2,0,2,1
tsundere,1252.79674799,253.570659553,2,0,2,1
chubell,1252.79674799,253.945032213,2,0,2,1
j$,1252.79674799,254.094626834,2,0,2,1
ny_lights,1252.79674799,253.570659553,2,0,2,1
albinosaurus,1252.79674799,254.28149635,2,0,2,1
brass,1252.79674799,253.383265797,2,0,2,1
nikushimi,1252.79674799,253.64557829,2,0,2,1
syophan,1252.79674799,253.64557829,2,0,2,1
jon dog,1252.79674799,253.570659553,2,0,2,1
vinje,1252.79674799,253.570659553,2,0,2,1
sasquatch,1252.79674799,253.570659553,2,0,2,1
sanjaypanini,1252.79674799,253.757914923,2,0,2,1
fr0d,1252.79674799,253.832778391,2,0,2,1
wifi,1252.79674799,253.683029361,2,0,2,1
cbass,1252.79674799,253.720474905,2,0,2,1
money,1252.79674799,254.28149635,8,4,4,2
shoe,1252.79674799,254.28149635,2,0,2,1
shanook,1252.79674799,253.945032213,2,0,2,1
hatdog,1252.79674799,253.720474905,2,0,2,1
amrit,1252.79674799,254.28149635,2,0,2,1
haise,1252.79674799,254.094626834,2,0,2,1
squab,1252.79674799,254.094626834,2,0,2,1
zarsz,1252.79674799,254.094626834,2,0,2,1
pruben,1252.79674799,253.945032213,2,0,2,1
whatislove,1252.79674799,253.945032213,2,0,2,1
gnat,1252.79674799,253.945032213,2,0,2,1
euclid,1252.79674799,253.870201847,2,0,2,1
slumlord,1252.79674799,253.870201847,2,0,2,1
asianweirdo,1252.79674799,254.28149635,2,0,2,1
archon,1252.79674799,253.383265797,2,0,2,1
buhlaine,1252.79674799,254.28149635,2,0,2,1
the cold vein,1252.79674799,254.28149635,2,0,2,1
yarfy,1252.79674799,253.945032213,9,3,6,2
mlk$,1252.79674799,254.28149635,2,0,2,1
oogaboogacaveman,1252.79674799,254.094626834,2,0,2,1
north dr,1252.79674799,253.945032213,2,0,2,1
@sdashkon,1252.79674799,254.28149635,2,0,2,1
samb,1252.79674799,253.832778391,2,0,2,1
dozy,1252.79674799,253.383265797,2,0,2,1
scyfle,1252.79674799,254.28149635,2,0,2,1
xg,1252.79674799,254.28149635,2,0,2,1
chaoslink,1252.79674799,254.094626834,5,1,4,2
doppler12,1252.79674799,253.570659553,2,0,2,1
gylk,1252.79674799,253.720474905,2,0,2,1
dr. hasbeen,1252.79674799,254.094626834,2,0,2,1
mello,1252.79674799,253.683029361,2,0,2,1
akajumo,1252.79674799,253.383265797,2,0,2,1
chiefreaper,1252.79674799,253.720474905,2,0,2,1
mank,1252.79674799,254.28149635,2,0,2,1
garv,1252.79674799,254.28149635,2,0,2,1
mr cutting horse,1252.79674799,253.64557829,2,0,2,1
nerf r nuthin,1252.79674799,254.28149635,2,0,2,1
jo,1252.79674799,253.832778391,2,0,2,1
edamame,1252.79674799,253.870201847,9,4,5,2
ejmp,1252.79674799,253.383265797,2,0,2,1
nice moose,1252.79674799,253.570659553,2,0,2,1
mtown,1252.79674799,253.945032213,2,0,2,1
mackjeyers,1252.79674799,254.094626834,2,0,2,1
lil mayo,1252.79674799,253.945032213,2,0,2,1
broon the spoon,1252.79674799,254.28149635,2,0,2,1
jngl,1252.79674799,253.383265797,2,0,2,1
quigs,1252.79674799,253.570659553,2,0,2,1
heatriser,1252.79674799,253.570659553,2,0,2,1
swiggu,1252.79674799,253.64557829,2,0,2,1
blackthunder,1252.79674799,254.28149635,2,0,2,1
osiris197,1252.79674799,254.094626834,2,0,2,1
clintbeastwood,1252.79674799,253.832778391,2,0,2,1
hashbrown,1252.79674799,254.28149635,2,0,2,1
juul,1252.79674799,253.64557829,2,0,2,1
fig newton,1252.79674799,254.094626834,2,0,2,1
matt47,1252.79674799,254.28149635,2,0,2,1
anabanana,1252.79674799,253.570659553,2,0,2,1
thugric,1252.79674799,253.945032213,2,0,2,1
sirshmoopi,1252.79674799,253.683029361,2,0,2,1
ponj,1252.79674799,253.570659553,2,0,2,1
xlvr,1252.79674799,254.28149635,2,0,2,1
arjen,1252.79674799,253.64557829,2,0,2,1
digital,1252.79674799,253.383265797,2,0,2,1
smoom,1252.79674799,254.28149635,2,0,2,1
spirit,1252.79674799,253.683029361,2,0,2,1
magma,1252.79674799,253.683029361,2,0,2,1
tonik,1252.79674799,254.28149635,2,0,2,1
enanogee,1252.79674799,254.28149635,2,0,2,1
tsar,1252.79674799,254.28149635,2,0,2,1
goucheenachos,1252.79674799,253.570659553,2,0,2,1
darkclops,1252.79674799,254.28149635,2,0,2,1
ruthy,1252.79674799,253.570659553,2,0,2,1
jake peskin,1252.79674799,254.28149635,2,0,2,1
vorpalstorm,1252.79674799,254.28149635,2,0,2,1
q-star,1252.79674799,254.28149635,2,0,2,1
muthaluva777,1252.79674799,253.683029361,2,0,2,1
mizuki,1252.79674799,253.683029361,2,0,2,1
paqsprime,1252.79674799,254.28149635,2,0,2,1
quibb,1252.79674799,253.383265797,2,0,2,1
grif,1252.79674799,254.28149635,2,0,2,1
wassup,1252.79674799,254.28149635,2,0,2,1
bstubs,1252.79674799,253.945032213,2,0,2,1
elementofsmash,1252.79674799,253.870201847,2,0,2,1
inversion,1252.79674799,253.683029361,2,0,2,1
yuse,1252.79674799,253.757914923,2,0,2,1
charlemagne,1252.79674799,253.757914923,2,0,2,1
puke,1252.79674799,253.945032213,2,0,2,1
negrodamus,1252.79674799,254.094626834,2,0,2,1
vibes,1252.79674799,253.720474905,2,0,2,1
tyger,1252.79674799,253.570659553,2,0,2,1
weeb,1252.79674799,253.945032213,2,0,2,1
butt,1252.79674799,254.28149635,2,0,2,1
theobsoletecomputer,1252.79674799,254.28149635,2,0,2,1
urboygraham,1252.79674799,253.570659553,2,0,2,1
silentknight,1252.79674799,254.28149635,2,0,2,1
spacebears,1252.79674799,254.28149635,2,0,2,1
stickers,1252.79674799,254.28149635,2,0,2,1
muse_10,1252.79674799,254.28149635,2,0,2,1
toes,1252.79674799,253.570659553,2,0,2,1
1e,1252.79674799,253.832778391,2,0,2,1
dennysgrandslambreakfast,1252.79674799,253.683029361,2,0,2,1
catfish,1252.79674799,253.383265797,2,0,2,1
acorn,1252.79674799,253.570659553,2,0,2,1
duhwinning,1252.79674799,254.094626834,2,0,2,1
stoveboy,1252.79674799,253.570659553,2,0,2,1
peachie,1252.79674799,253.383265797,2,0,2,1
faze2,1252.79674799,254.094626834,2,0,2,1
brooke,1252.79674799,254.094626834,2,0,2,1
brokr,1252.79674799,254.28149635,2,0,2,1
humanoid,1252.79674799,254.28149635,2,0,2,1
ronan,1252.79674799,253.832778391,2,0,2,1
fashion police,1252.79674799,254.28149635,2,0,2,1
dr. girlfriend,1252.79674799,254.28149635,2,0,2,1
thrive,1252.79674799,253.570659553,2,0,2,1
spit5000,1252.79674799,254.094626834,2,0,2,1
vampire,1252.79674799,253.945032213,8,3,5,2
linsanity,1252.79674799,253.683029361,2,0,2,1
justinbot,1252.79674799,254.094626834,2,0,2,1
dkoyc,1252.79674799,253.683029361,2,0,2,1
vexoskeleton,1252.79674799,253.683029361,2,0,2,1
dmwc,1252.79674799,253.683029361,2,0,2,1
tengu man,1252.79674799,253.570659553,2,0,2,1
tkyo,1252.79674799,254.094626834,2,0,2,1
motive,1252.79674799,254.28149635,2,0,2,1
johnnytsunamie,1252.79674799,253.945032213,2,0,2,1
yung blessed,1252.79674799,254.28149635,2,0,2,1
saydon,1252.79674799,254.28149635,2,0,2,1
brendy,1252.79674799,253.757914923,2,0,2,1
dirty socks,1252.79674799,253.570659553,2,0,2,1
landry,1252.79674799,253.683029361,2,0,2,1
atm,1252.79674799,253.832778391,2,0,2,1
dyldoge,1252.79674799,253.570659553,2,0,2,1
bugattimaster420,1252.79674799,253.870201847,2,0,2,1
looseblue,1252.79674799,253.683029361,2,0,2,1
lvl6zubat,1252.79674799,254.28149635,2,0,2,1
bbg,1252.79674799,254.28149635,2,0,2,1
abigajillion,1252.79674799,254.28149635,2,0,2,1
bureaucraat,1252.79674799,253.64557829,2,0,2,1
mom's   spaghetti,1252.79674799,254.28149635,2,0,2,1
snoop,1252.79674799,253.683029361,2,0,2,1
cmurda,1252.79674799,253.570659553,2,0,2,1
ramenator,1252.79674799,253.757914923,2,0,2,1
smt,1252.79674799,254.28149635,2,0,2,1
mr. saturn,1252.79674799,254.28149635,2,0,2,1
mason,1252.79674799,253.383265797,2,0,2,1
rayme,1252.79674799,253.383265797,2,0,2,1
scruffy mcwonder crumpet,1252.79674799,253.383265797,2,0,2,1
swift,1252.79674799,253.570659553,2,0,2,1
zaq,1252.79674799,253.683029361,2,0,2,1
grizzlybair,1252.79674799,254.28149635,2,0,2,1
cloakes,1252.79674799,253.383265797,2,0,2,1
irate,1252.79674799,253.720474905,2,0,2,1
james j,1252.79674799,254.28149635,2,0,2,1
docninj,1252.79674799,253.683029361,2,0,2,1
chippo,1252.79674799,254.28149635,2,0,2,1
runix,1252.79674799,254.094626834,2,0,2,1
m@chete,1252.79674799,254.28149635,2,0,2,1
v-bomber,1252.79674799,254.094626834,2,0,2,1
zombie adam,1252.79674799,254.094626834,2,0,2,1
stryj,1252.79674799,254.28149635,2,0,2,1
eorp,1252.79674799,254.28149635,2,0,2,1
kimarah,1252.79674799,254.28149635,2,0,2,1
ollyeuph,1252.79674799,253.870201847,2,0,2,1
vlerk,1252.79674799,253.64557829,2,0,2,1
vaguba,1252.79674799,253.832778391,2,0,2,1
ace turner,1252.79674799,253.570659553,2,0,2,1
neku,1252.79674799,254.28149635,2,0,2,1
sacto style,1252.79674799,254.28149635,2,0,2,1
austyp,1252.79674799,253.945032213,9,3,6,2
sir dax,1252.79674799,253.64557829,2,0,2,1
redmist,1252.79674799,253.945032213,2,0,2,1
barth,1252.79674799,253.383265797,2,0,2,1
chaos,1252.79674799,254.28149635,2,0,2,1
goblin,1252.79674799,254.28149635,2,0,2,1
zigludo,1252.79674799,253.683029361,2,0,2,1
blenderer,1252.79674799,253.570659553,2,0,2,1
tyuip,1252.79674799,253.945032213,2,0,2,1
brwn,1252.79674799,253.945032213,2,0,2,1
ninja nova,1252.79674799,253.832778391,2,0,2,1
$lik,1252.79674799,253.945032213,2,0,2,1
hyliancreation,1252.79674799,254.28149635,2,0,2,1
korova,1252.79674799,253.832778391,2,0,2,1
nat,1252.79674799,253.383265797,2,0,2,1
porkloins,1252.79674799,253.570659553,2,0,2,1
rondelle,1252.79674799,254.28149635,2,0,2,1
tylerx5,1252.79674799,254.094626834,2,0,2,1
soft serve,1252.79674799,253.945032213,2,0,2,1
rasko,1252.79674799,253.383265797,2,0,2,1
hp,1252.79674799,254.28149635,2,0,2,1
limit,1252.79674799,254.28149635,2,0,2,1
fumofuu,1252.79674799,253.683029361,2,0,2,1
bartok,1252.79674799,253.945032213,2,0,2,1
thedqn,1252.79674799,254.28149635,2,0,2,1
rovl,1252.79674799,254.28149635,2,0,2,1
kingmaxor,1252.79674799,253.420755634,2,0,2,1
schwa,1252.79674799,253.383265797,2,0,2,1
oldjokes,1252.79674799,254.28149635,2,0,2,1
pasta,1252.79674799,253.720474905,2,0,2,1
025,1252.79674799,253.832778391,2,0,2,1
jimbabwe,1252.79674799,253.683029361,2,0,2,1
cap10kirk,1252.79674799,253.420755634,2,0,2,1
duck tale,1252.79674799,254.28149635,2,0,2,1
pnis,1252.79674799,254.094626834,2,0,2,1
chromidorr,1252.79674799,253.570659553,2,0,2,1
toro,1252.79674799,254.28149635,2,0,2,1
eggsalad,1252.79674799,254.28149635,2,0,2,1
smlzgood,1252.79674799,253.570659553,2,0,2,1
dranyos,1252.79674799,254.28149635,2,0,2,1
m.kat,1252.79674799,254.28149635,2,0,2,1
20pcmcnugget,1252.79674799,254.28149635,2,0,2,1
tex-mex,1252.79674799,253.870201847,2,0,2,1
lukewarm,1252.79674799,253.570659553,2,0,2,1
imatree,1252.79674799,254.094626834,2,0,2,1
kruzz,1252.79674799,254.28149635,2,0,2,1
filthy,1252.79674799,253.720474905,2,0,2,1
juno,1252.79674799,254.094626834,2,0,2,1
taba,1252.79674799,253.383265797,2,0,2,1
sircitrus,1252.79674799,253.945032213,2,0,2,1
glint,1252.79674799,254.28149635,2,0,2,1
cheez dragon,1252.79674799,253.570659553,2,0,2,1
_ko,1252.79674799,254.28149635,2,0,2,1
rufio,1252.79674799,253.757914923,2,0,2,1
megaamoonguss,1252.79674799,253.683029361,2,0,2,1
scoundrel,1252.79674799,254.28149635,2,0,2,1
myk,1252.79674799,254.094626834,2,0,2,1
locuan,1252.79674799,254.28149635,2,0,2,1
unagi,1252.79674799,254.28149635,2,0,2,1
robobean,1252.79674799,253.757914923,2,0,2,1
~cp9~,1252.79674799,253.870201847,2,0,2,1
riff [fournier],1252.79674799,253.720474905,2,0,2,1
iroga,1252.79674799,254.28149635,2,0,2,1
nate$,1252.79674799,253.945032213,8,2,6,2
the brons kneecap,1252.79674799,253.570659553,2,0,2,1
ajizl,1252.79674799,254.28149635,2,0,2,1
shabba,1252.79674799,253.757914923,2,0,2,1
mufasa,1252.79674799,253.570659553,2,0,2,1
nicholas fletcher,1252.79674799,253.945032213,2,0,2,1
lenori,1252.79674799,253.870201847,2,0,2,1
steakunderthecouch,1252.79674799,253.383265797,2,0,2,1
puff mayne,1252.79674799,253.383265797,2,0,2,1
amaya,1252.79674799,253.720474905,2,0,2,1
djl,1252.79674799,253.683029361,2,0,2,1
kafkah,1252.79674799,253.64557829,2,0,2,1
bojo,1252.79674799,254.28149635,2,0,2,1
supernac,1252.79674799,253.570659553,2,0,2,1
r.i.p.,1252.79674799,253.870201847,2,0,2,1
demm,1252.79674799,253.683029361,2,0,2,1
vari,1252.79674799,254.28149635,2,0,2,1
lifeline,1252.79674799,254.28149635,2,0,2,1
boveda,1252.79674799,254.28149635,2,0,2,1
sg1simmons,1252.79674799,254.094626834,2,0,2,1
pewu,1252.79674799,253.683029361,2,0,2,1
chi$munny$,1252.79674799,254.28149635,2,0,2,1
telmo,1252.79674799,254.28149635,2,0,2,1
moye,1252.79674799,253.832778391,2,0,2,1
m3che,1252.79674799,253.945032213,2,0,2,1
ruskeezy,1252.79674799,254.28149635,2,0,2,1
nutsosteel,1252.79674799,254.094626834,2,0,2,1
freakydashiki,1252.79674799,253.570659553,2,0,2,1
nwchris,1252.79674799,253.383265797,2,0,2,1
earthberg,1252.79674799,253.683029361,2,0,2,1
4sk,1252.79674799,254.28149635,2,0,2,1
term,1252.79674799,253.945032213,2,0,2,1
fresh milk,1252.79674799,253.683029361,2,0,2,1
yoon,1252.79674799,253.720474905,2,0,2,1
ppdmd,1252.79674799,254.094626834,2,0,2,1
heavy metal sheik,1252.79674799,254.28149635,2,0,2,1
hoofarted,1252.79674799,253.683029361,2,0,2,1
cherished doll,1252.79674799,254.28149635,2,0,2,1
longdog,1252.79674799,253.945032213,2,0,2,1
letterboy,1252.79674799,254.28149635,2,0,2,1
caerwyn_montale,1252.79674799,253.870201847,2,0,2,1
atomic,1252.79674799,253.683029361,2,0,2,1
dr piper,1252.79674799,253.383265797,2,0,2,1
rêve,1252.79674799,254.28149635,2,0,2,1
scratchin magician,1252.79674799,254.094626834,2,0,2,1
coleslaw,1252.79674799,254.28149635,2,0,2,1
mornag,1252.79674799,254.094626834,2,0,2,1
jamis,1252.79674799,253.683029361,2,0,2,1
gamarad,1252.79674799,253.945032213,2,0,2,1
mhmm,1252.79674799,254.28149635,2,0,2,1
yungmilford,1252.79674799,254.28149635,2,0,2,1
dude-man,1252.79674799,253.383265797,2,0,2,1
geruyop,1252.79674799,254.28149635,2,0,2,1
thedarkdreamer,1252.79674799,253.720474905,2,0,2,1
sharkman,1252.79674799,253.832778391,2,0,2,1
dyo,1252.79674799,253.683029361,2,0,2,1
prince,1252.79674799,253.720474905,2,0,2,1
roll,1252.79674799,254.28149635,2,0,2,1
bl1nd_gh0st,1252.79674799,253.383265797,2,0,2,1
seymourstyle,1252.79674799,254.28149635,2,0,2,1
mre,1252.79674799,253.683029361,2,0,2,1
raulwalrus,1252.79674799,253.870201847,2,0,2,1
juicy,1252.79674799,253.570659553,2,0,2,1
good loser chaz,1252.79674799,253.383265797,2,0,2,1
gopu,1252.79674799,254.28149635,2,0,2,1
demna,1252.79674799,254.28149635,2,0,2,1
nicklit,1252.79674799,253.683029361,2,0,2,1
pliskin,1252.79674799,254.28149635,2,0,2,1
macho,1252.79674799,253.720474905,2,0,2,1
sircabby,1252.79674799,253.683029361,2,0,2,1
dqking,1252.79674799,253.945032213,2,0,2,1
sink-swim,1252.79674799,253.945032213,2,0,2,1
nattty,1252.79674799,253.383265797,2,0,2,1
charlie sheen,1252.79674799,254.28149635,2,0,2,1
danye,1252.79674799,253.383265797,2,0,2,1
ricedude,1252.79674799,254.28149635,2,0,2,1
helioseven,1252.79674799,253.383265797,2,0,2,1
improved madman,1252.79674799,253.383265797,2,0,2,1
qwetroop,1252.79674799,253.570659553,2,0,2,1
sad jesus,1252.79674799,254.094626834,2,0,2,1
sinine,1252.79674799,254.28149635,2,0,2,1
stop,1252.79674799,253.383265797,2,0,2,1
catosat,1252.79674799,253.383265797,2,0,2,1
c-iv,1252.79674799,254.094626834,2,0,2,1
leazure,1252.79674799,254.28149635,2,0,2,1
it,1252.79674799,253.383265797,2,0,2,1
link master 3000,1252.79674799,253.570659553,2,0,2,1
blindluckbert,1252.79674799,254.28149635,2,0,2,1
ramenshaman,1252.79674799,253.832778391,2,0,2,1
spiderbubble,1252.79674799,254.28149635,2,0,2,1
bebop,1252.79674799,254.094626834,2,0,2,1
gene parmesan,1252.79674799,254.094626834,2,0,2,1
scebbles,1252.79674799,254.28149635,2,0,2,1
slappygilmore,1252.79674799,254.094626834,2,0,2,1
boosh,1252.79674799,253.383265797,2,0,2,1
buttermilk,1252.79674799,254.28149635,2,0,2,1
cr0ak,1252.79674799,254.28149635,2,0,2,1
thederricka,1252.79674799,253.383265797,2,0,2,1
zelus,1252.79674799,254.28149635,2,0,2,1
jandrw,1252.79674799,253.720474905,2,0,2,1
birdman,1252.79674799,253.570659553,2,0,2,1
sirreal,1252.79674799,254.28149635,2,0,2,1
darksilence,1252.79674799,254.28149635,2,0,2,1
disdeyn,1252.79674799,253.945032213,2,0,2,1
b minus,1252.79674799,254.094626834,2,0,2,1
pen15,1252.79674799,254.28149635,2,0,2,1
dethslayr,1252.79674799,253.945032213,2,0,2,1
musicmasterjtw,1252.79674799,254.094626834,2,0,2,1
countedbeef122,1252.79674799,253.570659553,2,0,2,1
kackey,1252.79674799,253.383265797,2,0,2,1
bambam,1252.79674799,253.383265797,2,0,2,1
theargentinegreek,1252.79674799,254.28149635,2,0,2,1
alpha-infinity,1252.79674799,253.945032213,2,0,2,1
shyboy,1252.79674799,254.28149635,2,0,2,1
nugz,1252.79674799,253.683029361,2,0,2,1
kitka,1252.79674799,254.28149635,2,0,2,1
kil,1252.79674799,253.570659553,2,0,2,1
qaz,1252.79674799,253.683029361,2,0,2,1
pupudoodoo,1252.79674799,253.570659553,2,0,2,1
cupcake,1252.79674799,253.683029361,2,0,2,1
/b/l/a/d/e/,1252.79674799,254.28149635,2,0,2,1
djstank,1252.79674799,253.570659553,2,0,2,1
jerm,1252.79674799,253.870201847,2,0,2,1
tokaji,1252.79674799,253.945032213,2,0,2,1
sleeper,1252.79674799,253.64557829,2,0,2,1
taco,1252.79674799,254.28149635,2,0,2,1
afromania,1252.79674799,253.64557829,2,0,2,1
wirsun,1252.79674799,254.28149635,2,0,2,1
stanley mayhem,1252.79674799,254.28149635,2,0,2,1
metalloid,1252.79674799,254.28149635,2,0,2,1
andirama,1252.79674799,254.094626834,2,0,2,1
ganreizu,1252.79674799,253.683029361,2,0,2,1
somethingazn,1252.79674799,254.28149635,2,0,2,1
codytappen,1252.79674799,254.28149635,2,0,2,1
the rampaging mariner,1252.79674799,254.094626834,2,0,2,1
fry,1252.79674799,254.28149635,2,0,2,1
mr yaah,1252.79674799,254.28149635,2,0,2,1
scf3,1252.79674799,254.094626834,2,0,2,1
tranq,1252.79674799,253.683029361,2,0,2,1
shaw,1252.79674799,254.28149635,2,0,2,1
dave,1252.79674799,253.757914923,2,0,2,1
arkana,1252.79674799,254.28149635,2,0,2,1
shas,1252.79674799,254.094626834,2,0,2,1
scoobylew,1252.79674799,253.683029361,2,0,2,1
@xx_po0p_master_520_xx,1252.79674799,253.570659553,2,0,2,1
rf!,1252.79674799,253.945032213,2,0,2,1
shenpai,1252.79674799,254.28149635,2,0,2,1
smish,1252.79674799,254.28149635,2,0,2,1
maverick,1252.79674799,254.28149635,5,1,4,2
jazzy,1252.79674799,254.28149635,2,0,2,1
pirate,1252.79674799,253.870201847,2,0,2,1
dj  jose,1252.79674799,254.28149635,2,0,2,1
xane,1252.79674799,253.870201847,2,0,2,1
tal,1252.79674799,253.870201847,2,0,2,1
t_nils,1252.79674799,253.420755634,2,0,2,1
fro?,1252.79674799,253.720474905,2,0,2,1
jibb,1252.79674799,253.683029361,2,0,2,1
jucotastic,1252.79674799,254.28149635,2,0,2,1
jellocube,1252.79674799,253.570659553,2,0,2,1
ricko chancho,1252.79674799,253.683029361,2,0,2,1
jame,1252.79674799,254.28149635,2,0,2,1
budokan,1252.79674799,254.28149635,2,0,2,1
zachackach,1252.79674799,253.832778391,2,0,2,1
sord,1252.79674799,253.757914923,2,0,2,1
rocktimus crime,1252.79674799,253.570659553,2,0,2,1
anchovy_pizza,1252.79674799,254.28149635,2,0,2,1
sandrin,1252.79674799,253.945032213,2,0,2,1
dr. dreidel,1252.79674799,253.683029361,2,0,2,1
kieu-tip,1252.79674799,254.28149635,2,0,2,1
.mov,1252.79674799,253.683029361,2,0,2,1
helen,1252.79674799,253.570659553,2,0,2,1
nico,1252.79674799,253.683029361,2,0,2,1
gre,1252.79674799,254.28149635,2,0,2,1
anduni,1252.79674799,253.64557829,2,0,2,1
zenyou,1252.79674799,254.28149635,2,0,2,1
nick,1252.79674799,253.570659553,2,0,2,1
jgramm,1252.79674799,253.683029361,2,0,2,1
fluzzarn,1252.79674799,253.683029361,2,0,2,1
iceey,1252.79674799,253.570659553,2,0,2,1
frool,1252.79674799,254.094626834,2,0,2,1
bullshooter,1252.79674799,254.094626834,2,0,2,1
666,1252.79674799,253.870201847,2,0,2,1
anoly,1252.79674799,253.383265797,2,0,2,1
bell pepper,1252.79674799,253.683029361,2,0,2,1
durandal,1252.79674799,253.945032213,2,0,2,1
e-n,1252.79674799,253.570659553,2,0,2,1
captain puff,1252.79674799,254.28149635,2,0,2,1
blackstar,1252.79674799,254.28149635,2,0,2,1
coupon collector,1252.79674799,254.28149635,2,0,2,1
kylebaked,1252.79674799,254.28149635,2,0,2,1
chombomann,1252.79674799,253.720474905,2,0,2,1
radical3i,1252.79674799,253.64557829,2,0,2,1
the pretzel pimp,1252.79674799,254.28149635,2,0,2,1
laham,1252.79674799,254.28149635,2,0,2,1
levonheart,1252.79674799,254.094626834,2,0,2,1
daws,1252.79674799,254.094626834,2,0,2,1
sycko,1252.79674799,254.28149635,2,0,2,1
shaggy,1252.79674799,254.094626834,5,1,4,2
battery,1252.79674799,253.683029361,2,0,2,1
jeff,1252.79674799,254.28149635,2,0,2,1
_dj_mana_,1252.79674799,253.945032213,2,0,2,1
mando,1252.79674799,253.570659553,2,0,2,1
fulltilt,1252.79674799,254.28149635,2,0,2,1
boty,1252.79674799,253.720474905,2,0,2,1
sozo,1252.79674799,253.870201847,2,0,2,1
xanax,1252.79674799,254.28149635,2,0,2,1
yvng coolatta,1252.79674799,253.683029361,2,0,2,1
sss,1252.79674799,253.570659553,2,0,2,1
drewpy,1252.79674799,254.28149635,2,0,2,1
